datetime,power_mw,demand_mw,solar_power_mw,battery_soc,grid_fallback,renewables_used
2018-01-02 01:00:00,2.4337382e-06,10.886021321662675,2.4337382e-06,0.0,10.886018887924475,2.4337381994143925e-06
2018-01-02 04:00:00,3.0333692e-06,9.74286598256276,3.0333692e-06,0.0,9.74286294919356,3.0333692002670887e-06
2018-01-03 16:00:00,2.4369879e-06,10.064941726167502,2.4369879e-06,0.0,10.064939289179602,2.4369879003671713e-06
2018-01-04 14:00:00,1.0902646e-05,10.824371131334326,1.0902646e-05,0.0,10.824360228688326,1.0902646000232608e-05
2018-01-07 00:00:00,3.035102e-06,8.70088710003055,3.035102e-06,0.0,8.70088406492855,3.035102000836787e-06
2018-01-09 07:00:00,4.938219e-05,8.749983369011048,4.938219e-05,0.0,8.749933986821048,4.938218999939181e-05
2018-01-12 19:00:00,4.3972627e-06,10.010242060088316,4.3972627e-06,0.0,10.010237662825617,4.397262699740168e-06
2018-01-12 22:00:00,6.1665564e-06,9.735460740990002,6.1665564e-06,0.0,9.735454574433602,6.166556399733736e-06
2018-01-12 23:00:00,7.2192693e-06,9.592253642521552,7.2192693e-06,0.0,9.592246423252252,7.219269299696407e-06
2018-01-13 05:00:00,1.4012033e-05,8.945380015161161,1.4012033e-05,0.0,8.94536600312816,1.4012033000554425e-05
2018-01-13 07:00:00,1.7642098e-05,10.126267592644993,1.7642098e-05,0.0,10.126249950546994,1.7642097999370776e-05
2018-01-13 16:00:00,1.4012734e-05,9.53274593186814,1.4012734e-05,0.0,9.53273191913414,1.4012734000701244e-05
2018-01-13 18:00:00,6.167094e-06,9.741341154443171,6.167094e-06,0.0,9.741334987349171,6.167093999920326e-06
2018-01-14 02:00:00,9.577089e-06,9.902873383180786,9.577089e-06,0.0,9.902863806091787,9.57708899917975e-06
2018-01-14 12:00:00,1.9679734e-05,9.61037502269495,1.9679734e-05,0.0,9.610355342960949,1.967973400063272e-05
2018-01-15 18:00:00,1.967142e-06,9.894968606966774,1.967142e-06,0.0,9.894966639824775,1.9671419995148653e-06
2018-01-15 19:00:00,1.966888e-06,8.734882693289846,1.966888e-06,0.0,8.734880726401846,1.9668880000267563e-06
2018-01-17 08:00:00,4.1913623e-05,9.8297941949159,4.1913623e-05,0.0,9.8297522812929,4.191362300076662e-05
2018-01-17 14:00:00,2.943894e-05,10.09517466652107,2.943894e-05,0.0,10.09514522758107,2.943894000040359e-05
2018-01-18 14:00:00,8.321505e-06,10.263200665812636,8.321505e-06,0.0,10.263192344307637,8.321504999742046e-06
2018-01-20 06:00:00,7.2246444e-06,8.546958684293973,7.2246444e-06,0.0,8.546951459649573,7.22464439917303e-06
2018-01-21 01:00:00,5.224852e-06,9.54722645530874,5.224852e-06,0.0,9.54722123045674,5.224851999940938e-06
2018-01-22 05:00:00,7.223994e-06,8.898354493713214,7.223994e-06,0.0,8.898347269719213,7.2239940003271386e-06
2018-01-22 09:00:00,2.419678e-05,9.96275996516767,2.419678e-05,0.0,9.96273576838767,2.4196780000096396e-05
2018-01-22 22:00:00,5.2269047e-06,9.919416998983346,5.2269047e-06,0.0,9.919411772078647,5.226904699284773e-06
2018-01-23 08:00:00,4.5575172e-05,10.087732952537271,4.5575172e-05,0.0,10.08768737736527,4.5575172000766884e-05
2018-01-24 10:00:00,6.65988e-05,10.22593258591352,6.65988e-05,0.0,10.22586598711352,6.65988000001505e-05
2018-01-24 21:00:00,3.035698e-06,8.91938501979128,3.035698e-06,0.0,8.91938198409328,3.0356980005308287e-06
2018-01-25 03:00:00,2.4340036e-06,9.78946145769346,2.4340036e-06,0.0,9.78945902368986,2.4340035995606968e-06
2018-01-25 23:00:00,3.8488186e-05,8.900243078486517,3.8488186e-05,0.0,8.900204590300516,3.848818600005188e-05
2018-01-26 11:00:00,5.3332784e-05,9.915753571162025,5.3332784e-05,0.0,9.915700238378024,5.333278400065922e-05
2018-01-29 05:00:00,3.849202e-05,10.282234537861097,3.849202e-05,0.0,10.282196045841097,3.84920199998362e-05
2018-01-29 18:00:00,5.2280807e-06,10.0590081544456,5.2280807e-06,0.0,10.059002926364899,5.2280807008031616e-06
2018-01-29 23:00:00,1.0905217e-05,9.344335977187939,1.0905217e-05,0.0,9.344325071970939,1.0905216999645972e-05
2018-02-02 15:00:00,1.1011216e-07,10.807691556434795,1.1011216e-07,0.0,10.807691446322636,1.1011215939049634e-07
2018-02-05 11:00:00,4.267277e-07,10.191401069866075,4.267277e-07,0.0,10.191400643138374,4.267277002867331e-07
2018-02-05 15:00:00,9.149454e-07,10.741753645421701,9.149454e-07,0.0,10.741752730476302,9.149453994439227e-07
2018-02-07 04:00:00,1.5746842e-05,10.19057432925935,1.5746842e-05,0.0,10.190558582417351,1.5746841999231265e-05
2018-02-09 12:00:00,5.2248415e-06,10.324442177843114,5.2248415e-06,0.0,10.324436953001614,5.2248414998956605e-06
2018-02-10 12:00:00,1.0896621e-05,9.896339264606755,1.0896621e-05,0.0,9.896328367985756,1.0896620999290008e-05
2018-02-15 08:00:00,1.2402999e-05,9.152420378823862,1.2402999e-05,0.0,9.152407975824863,1.2402998999405668e-05
2018-02-15 12:00:00,1.7630422e-05,10.203196842630843,1.7630422e-05,0.0,10.203179212208843,1.7630422000536328e-05
2018-02-15 23:00:00,1.9635704e-06,9.172747598194716,1.9635704e-06,0.0,9.172745634624317,1.9635703996101483e-06
2018-02-16 20:00:00,3.0348072e-06,9.626262892851415,3.0348072e-06,0.0,9.626259858044214,3.0348072002084336e-06
2018-02-18 00:00:00,1.1889048e-06,8.627916051324432,1.1889048e-06,0.0,8.627914862419631,1.188904800386581e-06
2018-02-18 23:00:00,6.1626356e-06,9.594831789160333,6.1626356e-06,0.0,9.594825626524733,6.162635600048816e-06
2018-02-19 11:00:00,0.00023382856,10.11437309126637,0.00023382856,0.0,10.114139262706368,0.00023382856000075947
2018-02-21 05:00:00,1.9643792e-06,9.221395420000116,1.9643792e-06,0.0,9.221393455620916,1.964379199748123e-06
2018-02-21 20:00:00,1.1895703e-06,9.93124560241861,1.1895703e-06,0.0,9.93124441284831,1.1895703000419644e-06
2018-02-23 13:00:00,0.00018513363,10.327252270996372,0.00018513363,0.0,10.327067137366372,0.00018513362999961203
2018-02-23 22:00:00,5.335001e-05,10.272777595681507,5.335001e-05,0.0,10.272724245671506,5.335001000084105e-05
2018-02-25 13:00:00,4.1898267e-05,9.8148238349,4.1898267e-05,0.0,9.814781936633,4.189826699985133e-05
2018-02-26 14:00:00,1.5765736e-05,10.909349146345647,1.5765736e-05,0.0,10.909333380609647,1.5765736000261654e-05
2018-02-26 21:00:00,5.2247606e-06,10.121527025012306,5.2247606e-06,0.0,10.121521800251706,5.224760599276124e-06
2018-02-27 19:00:00,3.6915146e-06,9.533468984172305,3.6915146e-06,0.0,9.533465292657706,3.691514599779566e-06
2018-02-28 14:00:00,8.3322375e-06,10.721743105359314,8.3322375e-06,0.0,10.721734773121813,8.332237500852102e-06
2018-02-28 19:00:00,1.9662382e-06,9.531091051633123,1.9662382e-06,0.0,9.531089085394923,1.9662381998131195e-06
2018-02-28 23:00:00,2.4331366e-06,9.22220496334073,2.4331366e-06,0.0,9.222202530204129,2.433136600643593e-06
2018-03-04 11:00:00,5.7549114e-05,10.12622958929842,5.7549114e-05,0.0,10.12617204018442,5.7549114000465806e-05
2018-03-06 04:00:00,6.169675e-06,9.930981976095293,6.169675e-06,0.0,9.930975806420292,6.169675000222696e-06
2018-03-06 17:00:00,9.052922e-07,10.873697191650004,9.052922e-07,0.0,10.873696286357804,9.052922003149888e-07
2018-03-07 16:00:00,1.9660238e-06,10.478901023931181,1.9660238e-06,0.0,10.47889905790738,1.9660238006480313e-06
2018-03-08 02:00:00,3.694462e-06,9.27899270943687,3.694462e-06,0.0,9.27898901497487,3.694462000325416e-06
2018-03-08 03:00:00,3.0355018e-06,9.208507428729487,3.0355018e-06,0.0,9.208504393227686,3.03550180014156e-06
2018-03-08 14:00:00,1.5768683e-05,9.933389423523435,1.5768683e-05,0.0,9.933373654840436,1.5768682999350858e-05
2018-03-11 23:00:00,1.519584e-06,10.23220741432919,1.519584e-06,0.0,10.23220589474519,1.5195839999648797e-06
2018-03-12 21:00:00,1.9660724e-06,10.272039706267712,1.9660724e-06,0.0,10.272037740195312,1.9660723999948004e-06
2018-03-16 20:00:00,7.214279e-06,9.78854634638009,7.214279e-06,0.0,9.78853913210109,7.214278999967405e-06
2018-03-18 04:00:00,6.1674973e-06,9.647414699958327,6.1674973e-06,0.0,9.647408532461027,6.167497300424429e-06
2018-03-18 10:00:00,1.23828295e-05,9.21197452885159,1.23828295e-05,0.0,9.21196214602209,1.2382829499557602e-05
2018-03-20 02:00:00,2.4328808e-06,9.942260285801975,2.4328808e-06,0.0,9.942257852921175,2.4328807999296487e-06
2018-03-21 20:00:00,4.2882874e-07,9.966724450120768,4.2882874e-07,0.0,9.966724021292029,4.2882873962923895e-07
2018-03-22 13:00:00,4.9395738e-05,9.204120696414268,4.9395738e-05,0.0,9.204071300676269,4.9395737999446965e-05
2018-03-22 15:00:00,9.935294e-05,9.851447112332549,9.935294e-05,0.0,9.85134775939255,9.935293999951966e-05
2018-03-23 18:00:00,4.2853335e-07,10.710663321478892,4.2853335e-07,0.0,10.710662892945543,4.285333492504151e-07
2018-03-24 17:00:00,2.6749678e-05,10.394354484434224,2.6749678e-05,0.0,10.394327734756224,2.6749677999760024e-05
2018-03-26 09:00:00,0.00014152228,9.962394455309187,0.00014152228,0.0,9.962252933029188,0.00014152227999986167
2018-03-26 12:00:00,5.3327803e-05,10.410088685681087,5.3327803e-05,0.0,10.410035357878087,5.332780300015827e-05
2018-03-26 21:00:00,1.2395376e-05,9.195920594054515,1.2395376e-05,0.0,9.195908198678515,1.2395376000284841e-05
2018-03-28 17:00:00,1.9682702e-05,10.503921603853117,1.9682702e-05,0.0,10.503901921151117,1.968270199981248e-05
2018-03-29 16:00:00,5.222884e-06,10.657160685946955,5.222884e-06,0.0,10.657155463062955,5.222884000843919e-06
2018-03-29 23:00:00,4.2671266e-07,9.692092766293133,4.2671266e-07,0.0,9.692092339580473,4.267126598733739e-07
2018-04-01 04:00:00,1.9854556e-07,9.342223302026797,1.9854556e-07,0.0,9.342223103481237,1.9854556043696903e-07
2018-04-01 21:00:00,4.3945183e-06,10.685535909526239,4.3945183e-06,0.0,10.68553151500794,4.394518299477568e-06
2018-04-03 03:00:00,5.219065e-06,9.576382217269051,5.219065e-06,0.0,9.57637699820405,5.219065000616752e-06
2018-04-04 09:00:00,1.2380561e-05,9.434917252252095,1.2380561e-05,0.0,9.434904871691096,1.2380560999503132e-05
2018-04-04 11:00:00,1.5750273e-05,10.013503229635903,1.5750273e-05,0.0,10.013487479362903,1.5750273000492143e-05
2018-04-04 15:00:00,8.3358655e-06,10.013994760253158,8.3358655e-06,0.0,10.013986424387658,8.33586550008647e-06
2018-04-05 22:00:00,3.6886345e-06,9.09629579012592,3.6886345e-06,0.0,9.09629210149142,3.688634500065291e-06
2018-04-08 01:00:00,1.7610424e-05,9.781213741927468,1.7610424e-05,0.0,9.781196131503467,1.7610424000835678e-05
2018-04-09 03:00:00,1.5207733e-06,9.621470200411546,1.5207733e-06,0.0,9.621468679638246,1.5207732992905676e-06
2018-04-10 18:00:00,1.1887852e-06,10.786527088265112,1.1887852e-06,0.0,10.786525899479912,1.188785200056941e-06
2018-04-11 16:00:00,7.136668e-05,8.391470420011386,7.136668e-05,0.0,8.391399053331385,7.136668000029545e-05
2018-04-12 11:00:00,0.00024008096,10.780428385953298,0.00024008096,0.0,10.780188304993299,0.00024008095999938917
2018-04-13 07:00:00,0.0001190972,10.546991938982606,0.0001190972,0.0,10.546872841782605,0.00011909720000069512
2018-04-14 10:00:00,2.6782223e-05,9.7520626758073,2.6782223e-05,0.0,9.752035893584301,2.6782222999344185e-05
2018-04-17 04:00:00,5.2159426e-06,9.247405868647462,5.2159426e-06,0.0,9.247400652704862,5.215942600500512e-06
2018-04-18 08:00:00,9.10101e-07,9.115431480358579,9.10101e-07,0.0,9.115430570257578,9.10101000783925e-07
2018-04-18 23:00:00,3.035166e-06,10.047820121335105,3.035166e-06,0.0,10.047817086169106,3.0351659994209967e-06
